"Description (English)","Description (français)","GSIN Description (English)","Description du NIBS (français)","GSIN Code/Code NIBS","Vendor Legal Name/Dénomination sociale du fournisseur","Vendor Operating Name/Nom commercial du fournisseur","End User","Utilisateur final","Start Date/Date de début","End Date/Date de fin","Delivery Point Code/Code du point de livraison","Delivery Point (English)","Point de livraison (français)","Agreement Type (English)","Type d'accord (français)","Standing Offer Number/Numéro d'accord"
"BUS PASSENGER SERVICES","SERVICES D'AUTOBUS-VOYAGEURS","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",N2310MAA,"Tisdale School Bus Lines Ltd","Tisdale School Bus Lines Ltd","Department of National Defence","Ministère de la défense nationale",2011-09-06,2013-09-05,FD,Foreign,Foreign,RISO,OCIR,W3699-11TN11/002/TOR
"BUS PASSENGER SERVICES","SERVICES D'AUTOBUS-VOYAGEURS","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",N2310MAA,"Tisdale School Bus Lines Ltd","Tisdale School Bus Lines Ltd","Department of National Defence","Ministère de la défense nationale",2011-09-06,2013-09-05,ON,Ontario,Ontario,RISO,OCIR,W3699-11TN11/002/TOR
"BUS PASSENGER SERVICES","SERVICES D'AUTOBUS-VOYAGEURS","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",N2310MAA,"Lacroix Bus Services Inc.","Lacroix Bus Services Inc.","Department of National Defence","Ministère de la défense nationale",2011-09-06,2013-09-05,FD,Foreign,Foreign,RISO,OCIR,W3699-11TN11/003/TOR
"BUS PASSENGER SERVICES","SERVICES D'AUTOBUS-VOYAGEURS","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",N2310MAA,"Lacroix Bus Services Inc.","Lacroix Bus Services Inc.","Department of National Defence","Ministère de la défense nationale",2011-09-06,2013-09-05,ON,Ontario,Ontario,RISO,OCIR,W3699-11TN11/003/TOR
"BUS PASSENGER SERVICES","SERVICES D'AUTOBUS-VOYAGEURS","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",N2310MAA,"Northway Bus Lines Inc.","Northway Bus Lines Inc.","Department of National Defence","Ministère de la défense nationale",2011-09-06,2013-09-30,FD,Foreign,Foreign,RISO,OCIR,W3699-11TN11/004/TOR
"BUS PASSENGER SERVICES","SERVICES D'AUTOBUS-VOYAGEURS","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",N2310MAA,"Northway Bus Lines Inc.","Northway Bus Lines Inc.","Department of National Defence","Ministère de la défense nationale",2011-09-06,2013-09-30,ON,Ontario,Ontario,RISO,OCIR,W3699-11TN11/004/TOR
"BUS PASSENGER SERVICES","SERVICES D'AUTOBUS-VOYAGEURS","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",N2310MAA,"Hammond Transportation Ltd.","Hammond Transportation Ltd.","Department of National Defence","Ministère de la défense nationale",2011-09-06,2013-09-05,FD,Foreign,Foreign,RISO,OCIR,W3699-11TN11/005/TOR
"BUS PASSENGER SERVICES","SERVICES D'AUTOBUS-VOYAGEURS","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",N2310MAA,"Hammond Transportation Ltd.","Hammond Transportation Ltd.","Department of National Defence","Ministère de la défense nationale",2011-09-06,2013-09-05,ON,Ontario,Ontario,RISO,OCIR,W3699-11TN11/005/TOR
"BUS PASSENGER SERVICES","SERVICES D'AUTOBUS-VOYAGEURS","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",N2310MAA,"Les Autobus Maheux Ltée","Transport Maheux Ltée","Department of National Defence","Ministère de la défense nationale",2012-04-26,2013-09-05,ON,Ontario,Ontario,RISO,OCIR,W3699-11TN11/006/TOR
"BUS PASSENGER SERVICES","SERVICES D'AUTOBUS-VOYAGEURS","Ground Effect Vehicles, Motor Vehicles, Trailers, and Cycles","Véhicules à effet de sol, véhicules-moteur, remorques et cycles",N2310MAA,"Les Autobus Maheux Ltée","Transport Maheux Ltée","Department of National Defence","Ministère de la défense nationale",2012-04-26,2013-09-05,QC,Québec,Québec,RISO,OCIR,W3699-11TN11/006/TOR
"Coveralls, Overalls Rental","Location de combinaisons et de salopettes","Clothing, Individual Equipment and Insignia","Vêtements équipement individuel et insignes",WR8405A,"G&K Services Canada Inc.","G&K Services Canada Inc.","Department of National Defence","Ministère de la défense nationale",2012-10-24,2015-09-30,ON,Ontario,Ontario,RISO,OCIR,W3699-12143B/001/TOR
"DRY CLEANING & LAUNDRY","NETTOYAGE À SEC ET BLANCHISSERIE","Custodial Services","Services de garde",K108A,"City Laundry of North Bay Ltd.","City Laundry of North Bay Ltd.","Department of National Defence","Ministère de la défense nationale",2012-10-01,2015-09-30,ON,Ontario,Ontario,RISO,OCIR,W3699-12B075/001/TOR
"Landscaping Service","Services d'aménagement paysager","Custodial Services","Services de garde",K107A,"Justin Hughes","Justin Hughes","Department of National Defence","Ministère de la défense nationale",2011-05-16,2013-03-31,ON,Ontario,Ontario,RISO,OCIR,W3713-110001/001/KIN
PERMETHRIN,PERMÉTHRINE,"Chemicals and Chemical Products","Produits chimiques",N6840,"Sawyer Products, Inc.","Sawyer Products, Inc.","Department of National Defence","Ministère de la défense nationale",2008-07-04,2013-03-31,ON,Ontario,Ontario,NISO,OCIN,W3931-070057/001/PH
"NICOTINE PATCHES SMOKING CESSATION","TIMBRES À LA NICOTINE POUR ARRÊTE DE FUMER","Medical, Dental, and Veterinary Equipment and Supplies","Équipement et approvisionnements médicaux, dentaires et vétérinaires",N6505,"Novartis Consumer Health Canada Inc.","Novartis Consumer Health Canada","Department of National Defence","Ministère de la défense nationale",2008-03-20,2013-03-31,AB,Alberta,Alberta,NISO,OCIN,W3931-070227/001/PH
"I-STAT MACHINES","MACHINES I-STAT","Medical, Dental, and Veterinary Equipment and Supplies","Équipement et approvisionnements médicaux, dentaires et vétérinaires",N6550,"Abbott Laboratories Ltd.","Abbott Laboratories Ltd.","Department of National Defence","Ministère de la défense nationale",2009-04-01,2013-03-31,AB,Alberta,Alberta,NISO,OCIN,W3931-080653/001/PV
"I-STAT MACHINES","MACHINES I-STAT","Medical, Dental, and Veterinary Equipment and Supplies","Équipement et approvisionnements médicaux, dentaires et vétérinaires",N6550,"Abbott Laboratories Ltd.","Abbott Laboratories Ltd.","Department of National Defence","Ministère de la défense nationale",2009-04-01,2013-03-31,BC,"British Columbia",Colombie-Britannique,NISO,OCIN,W3931-080653/001/PV
"I-STAT MACHINES","MACHINES I-STAT","Medical, Dental, and Veterinary Equipment and Supplies","Équipement et approvisionnements médicaux, dentaires et vétérinaires",N6550,"Abbott Laboratories Ltd.","Abbott Laboratories Ltd.","Department of National Defence","Ministère de la défense nationale",2009-04-01,2013-03-31,MB,Manitoba,Manitoba,NISO,OCIN,W3931-080653/001/PV
"I-STAT MACHINES","MACHINES I-STAT","Medical, Dental, and Veterinary Equipment and Supplies","Équipement et approvisionnements médicaux, dentaires et vétérinaires",N6550,"Abbott Laboratories Ltd.","Abbott Laboratories Ltd.","Department of National Defence","Ministère de la défense nationale",2009-04-01,2013-03-31,NB,"New Brunswick",Nouveau-Brunswick,NISO,OCIN,W3931-080653/001/PV
"I-STAT MACHINES","MACHINES I-STAT","Medical, Dental, and Veterinary Equipment and Supplies","Équipement et approvisionnements médicaux, dentaires et vétérinaires",N6550,"Abbott Laboratories Ltd.","Abbott Laboratories Ltd.","Department of National Defence","Ministère de la défense nationale",2009-04-01,2013-03-31,NL,"Newfoundland & Labrador",Terre-Neuve,NISO,OCIN,W3931-080653/001/PV
"I-STAT MACHINES","MACHINES I-STAT","Medical, Dental, and Veterinary Equipment and Supplies","Équipement et approvisionnements médicaux, dentaires et vétérinaires",N6550,"Abbott Laboratories Ltd.","Abbott Laboratories Ltd.","Department of National Defence","Ministère de la défense nationale",2009-04-01,2013-03-31,NT,"Northwest Territories","Territoires du Nord-Ouest",NISO,OCIN,W3931-080653/001/PV
"I-STAT MACHINES","MACHINES I-STAT","Medical, Dental, and Veterinary Equipment and Supplies","Équipement et approvisionnements médicaux, dentaires et vétérinaires",N6550,"Abbott Laboratories Ltd.","Abbott Laboratories Ltd.","Department of National Defence","Ministère de la défense nationale",2009-04-01,2013-03-31,NS,"Nova Scotia",Nouvelle-Écosse,NISO,OCIN,W3931-080653/001/PV
"I-STAT MACHINES","MACHINES I-STAT","Medical, Dental, and Veterinary Equipment and Supplies","Équipement et approvisionnements médicaux, dentaires et vétérinaires",N6550,"Abbott Laboratories Ltd.","Abbott Laboratories Ltd.","Department of National Defence","Ministère de la défense nationale",2009-04-01,2013-03-31,ON,Ontario,Ontario,NISO,OCIN,W3931-080653/001/PV
"I-STAT MACHINES","MACHINES I-STAT","Medical, Dental, and Veterinary Equipment and Supplies","Équipement et approvisionnements médicaux, dentaires et vétérinaires",N6550,"Abbott Laboratories Ltd.","Abbott Laboratories Ltd.","Department of National Defence","Ministère de la défense nationale",2009-04-01,2013-03-31,QC,Québec,Québec,NISO,OCIN,W3931-080653/001/PV
"I-STAT MACHINES","MACHINES I-STAT","Medical, Dental, and Veterinary Equipment and Supplies","Équipement et approvisionnements médicaux, dentaires et vétérinaires",N6550,"Abbott Laboratories Ltd.","Abbott Laboratories Ltd.","Department of National Defence","Ministère de la défense nationale",2009-04-01,2013-03-31,SK,Saskatchewan,Saskatchewan,NISO,OCIN,W3931-080653/001/PV
"1 VIDEO ENDOSCOPY SYSTEM","1 SYSTÈME VIDÉO POUR ENDOSCOPIE","Medical, Dental, and Veterinary Equipment and Supplies","Équipement et approvisionnements médicaux, dentaires et vétérinaires",N6515,"Olympus Canada Inc","Olympus Canada Inc","Department of National Defence","Ministère de la défense nationale",2010-10-15,2013-10-31,ON,Ontario,Ontario,RISO,OCIR,W3931-100340/001/PV
"OPTICAL SUPPLIES AND SERVICES","FOURNITURES ET SERVICES D'OPTIQUE","Instruments and Laboratory Equipment","Équipement et instruments de laboratoire",N6650,"Centrale de Facturation Groupe Regard Securite","Centrale de Facturation Groupe Regard Securite","Department of National Defence","Ministère de la défense nationale",2011-03-18,2013-03-31,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W3931-110562/001/PV
"OPTICAL SUPPLIES AND SERVICES","FOURNITURES ET SERVICES D'OPTIQUE","Instruments and Laboratory Equipment","Équipement et instruments de laboratoire",N6650,"Centrale de Facturation Groupe Regard Securite","Centrale de Facturation Groupe Regard Securite","Department of National Defence","Ministère de la défense nationale",2011-03-18,2013-03-31,ON,Ontario,Ontario,RISO,OCIR,W3931-110562/001/PV
"OPTICAL SUPPLIES AND SERVICES","FOURNITURES ET SERVICES D'OPTIQUE","Instruments and Laboratory Equipment","Équipement et instruments de laboratoire",N6650,"Centrale de Facturation Groupe Regard Securite","Centrale de Facturation Groupe Regard Securite","Department of National Defence","Ministère de la défense nationale",2011-03-18,2013-03-31,QC,Québec,Québec,RISO,OCIR,W3931-110562/001/PV
"OPTICAL SUPPLIES AND SERVICES","FOURNITURES ET SERVICES D'OPTIQUE","Instruments and Laboratory Equipment","Équipement et instruments de laboratoire",N6650,"PRESTIGE CANADA/OPTIQUE PHOENIX INC.","FUTURLABO INC.","Department of National Defence","Ministère de la défense nationale",2011-03-18,2013-03-31,AB,Alberta,Alberta,RISO,OCIR,W3931-110562/002/PV
"OPTICAL SUPPLIES AND SERVICES","FOURNITURES ET SERVICES D'OPTIQUE","Instruments and Laboratory Equipment","Équipement et instruments de laboratoire",N6650,"PRESTIGE CANADA/OPTIQUE PHOENIX INC.","FUTURLABO INC.","Department of National Defence","Ministère de la défense nationale",2011-03-18,2013-03-31,BC,"British Columbia",Colombie-Britannique,RISO,OCIR,W3931-110562/002/PV
"OPTICAL SUPPLIES AND SERVICES","FOURNITURES ET SERVICES D'OPTIQUE","Instruments and Laboratory Equipment","Équipement et instruments de laboratoire",N6650,"PRESTIGE CANADA/OPTIQUE PHOENIX INC.","FUTURLABO INC.","Department of National Defence","Ministère de la défense nationale",2011-03-18,2013-03-31,MB,Manitoba,Manitoba,RISO,OCIR,W3931-110562/002/PV
"OPTICAL SUPPLIES AND SERVICES","FOURNITURES ET SERVICES D'OPTIQUE","Instruments and Laboratory Equipment","Équipement et instruments de laboratoire",N6650,"PRESTIGE CANADA/OPTIQUE PHOENIX INC.","FUTURLABO INC.","Department of National Defence","Ministère de la défense nationale",2011-03-18,2013-03-31,NB,"New Brunswick",Nouveau-Brunswick,RISO,OCIR,W3931-110562/002/PV
"OPTICAL SUPPLIES AND SERVICES","FOURNITURES ET SERVICES D'OPTIQUE","Instruments and Laboratory Equipment","Équipement et instruments de laboratoire",N6650,"PRESTIGE CANADA/OPTIQUE PHOENIX INC.","FUTURLABO INC.","Department of National Defence","Ministère de la défense nationale",2011-03-18,2013-03-31,ON,Ontario,Ontario,RISO,OCIR,W3931-110562/002/PV
"OPTICAL SUPPLIES","FOURNITURES OPTIQUES","Instruments and Laboratory Equipment","Équipement et instruments de laboratoire",N6650,"FLYNN-KINNEY OPTOMETRISTS INC.","Dr. Kinney & Dr. Duffey Optometrists","Department of National Defence","Ministère de la défense nationale",2011-06-02,2013-03-31,NS,"Nova Scotia",Nouvelle-Écosse,RISO,OCIR,W3931-110562/003/PV
"Laundry Services","Services de blanchisserie","Custodial Services","Services de garde",K108B,"ALSCO CANADA CORPORATION","ALSCO CANADA CORPORATION","Department of National Defence","Ministère de la défense nationale",2010-06-22,2013-05-31,AB,Alberta,Alberta,RISO,OCIR,W4295-10C010/001/CAL
BOOKS,LIVRES,"Books, Maps, and other Publications","Livres, cartes et autres publications",N7610D,"Dundurn Press Limited","Dundurn Press Limited","Department of National Defence","Ministère de la défense nationale",2012-01-01,2013-12-31,ON,Ontario,Ontario,RISO,OCIR,W4938-11071G/001/KIN
"Asbestos & Mould Abatement","Élimination des moisissures et des poussières d'amiante","Environmental Services","Services environnementaux",E108A,"POWER VAC SERVICES LTD.","POWER VAC SERVICES LTD.","Department of National Defence","Ministère de la défense nationale",2010-05-14,2013-04-30,MB,Manitoba,Manitoba,RISO,OCIR,W4M00-08C858/001/PWR
"Locksmith Services","Services de serrurerie","Custodial Services","Services de garde",K199J,"Brothers Lock & Safe Ltd.","Brothers Lock & Safe","Department of National Defence","Ministère de la défense nationale",2009-11-01,2013-01-31,MB,Manitoba,Manitoba,RISO,OCIR,W4M00-09C946/001/WPG
"Snow Removal DND WINNIPEG","Déneigement - MDN - WINNIPEG","Custodial Services","Services de garde",K113A,"Jeremy Peters","Rocket Bobcat","Department of National Defence","Ministère de la défense nationale",2010-02-01,2013-11-30,MB,Manitoba,Manitoba,RISO,OCIR,W4M00-09T909/001/WPG
"Snow Removal DND Yellowknife","Déneigement - MDN - Yellowknife","Custodial Services","Services de garde",K113A,"RTL-ROBINSON ENTERPRISES LTD","RTL-ROBINSON ENTERPRISES LTD","Department of National Defence","Ministère de la défense nationale",2010-02-24,2013-11-30,NT,"Northwest Territories","Territoires du Nord-Ouest",RISO,OCIR,W4M00-09T909/002/WPG
"Snow Removal DND KENORA","Déneigement - MDN - KENORA","Custodial Services","Services de garde",K113A,"C J Edwards & Son Limited","C J Edwards & Son Limited","Department of National Defence","Ministère de la défense nationale",2010-02-01,2013-11-30,ON,Ontario,Ontario,RISO,OCIR,W4M00-09T909/003/WPG
"Snow Removal DND Portage La Prairie","Déneigement - MDN - Portage La Prairie","Custodial Services","Services de garde",K113A,"E.F. Moon Construction Ltd.","E.F. Moon Construction Ltd.","Department of National Defence","Ministère de la défense nationale",2010-02-01,2013-11-30,MB,Manitoba,Manitoba,RISO,OCIR,W4M00-09T909/004/WPG
"Snow Removal DND THUNDER BAY","Déneigement - MDN - THUNDER BAY","Custodial Services","Services de garde",K113A,"BRUNO DEPROPHETIS, DARLENE DEPROPHETIS","AT YOUR SERVICE","Department of National Defence","Ministère de la défense nationale",2010-02-01,2013-11-30,ON,Ontario,Ontario,RISO,OCIR,W4M00-09T909/005/WPG
Fencing,Clôtures,"Construction and Building Materials","Matériaux de construction et d'entreprises du bâtiment",JX5660,"WPH Products Inc.","Midwest Fencing","Department of National Defence","Ministère de la défense nationale",2010-11-01,2013-03-31,MB,Manitoba,Manitoba,RISO,OCIR,W4M00-10C024/001/WPG
"Sewer Cleaning","Nettoyage des égouts",Utilities,"Services publics",S099A,"Maple Leaf Construction Ltd.","Maple Leaf Construction Ltd.","Department of National Defence","Ministère de la défense nationale",2010-10-07,2013-10-06,MB,Manitoba,Manitoba,RISO,OCIR,W4M00-10C039/001/WPG
